provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
511306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
60024,251,106.11,77.93,134.29,10518,0.22,0,0.49,4143,5.1
501336,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
451367,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370232,20,Not Available,Not Available,Not Available,1530,0.39,0,0.78,698,4.84
50448,9,Not Available,Not Available,Not Available,1777,0.69,0.3,1.08,226,3.49
170006,40,108.55,62.08,155.02,3737,0.56,0.21,0.91,759,4.29
70017,61,113.54,70.42,156.66,7155,0.33,0.04,0.62,1352,3.53
51309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
220163,404,150.83,128.09,173.57,28239,0.28,0.1,0.46,7935,5.88
310031,91,109.23,70.36,148.1,4371,0.13,0,0.37,3308,1.77
670019,19,Not Available,Not Available,Not Available,1359,0.3,0,0.71,550,3.77
150035,133,97.31,61.78,132.84,10880,0.71,0.46,0.96,2796,3.34
110163,33,122.43,74.51,170.35,3271,0.42,0.05,0.79,861,2.92
221302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
61315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
271319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450558,96,92.54,53.5,131.58,5670,0.58,0.31,0.85,2673,2
111328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
131301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
160104,57,99.62,52.15,147.09,2718,0.26,0,0.65,1351,2.82
220031,187,129.09,97.3,160.88,15048,0.5,0.25,0.75,4136,7.87
50133,128,143.21,107.77,178.65,8982,0.42,0.13,0.71,1940,3.83
231313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
180011,131,93.2,56.39,130.01,6116,0.37,0.08,0.66,1920,4.26
370180,3,Not Available,Not Available,Not Available,826,0.32,0,0.73,135,4.04
170009,3,Not Available,Not Available,Not Available,1495,0.29,0,0.7,108,3.73
50772,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50608,19,Not Available,Not Available,Not Available,1786,0.38,0,0.77,404,5.93
100131,97,79.5,44.1,114.9,13496,0.48,0.23,0.73,2500,5.03
490114,7,Not Available,Not Available,Not Available,2330,0.28,0,0.67,132,5.22
460051,67,108.95,64.6,153.3,3211,0.32,0,0.67,813,4.58
390325,3,Not Available,Not Available,Not Available,253,0.34,0,0.77,241,4.69
450883,Not Available,Not Available,Not Available,Not Available,101,0.34,0,0.77,74,4.34
201308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320084,3,Not Available,Not Available,Not Available,1084,0.32,0,0.73,37,4.48
440081,13,Not Available,Not Available,Not Available,2025,0.28,0,0.67,402,4.74
230085,5,Not Available,Not Available,Not Available,731,0.33,0,0.76,123,5.21
60014,130,116.4,77.77,155.03,4906,0.59,0.26,0.92,2754,4.37
260210,37,102.26,54.48,150.04,4379,0.59,0.22,0.96,692,2.7
670034,47,107.85,61.26,154.44,3621,0.22,0,0.57,1077,3.67
250123,33,120.24,72.59,167.89,2881,0.34,0,0.71,945,5.24
310058,6,Not Available,Not Available,Not Available,1389,0.3,0,0.71,81,4.92
161373,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
330196,42,160.53,119.82,201.24,10707,0.21,0,0.45,895,9.67
100259,42,107.49,62.86,152.12,6778,0.32,0,0.65,1223,7
151333,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
151332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
361323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
341316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
190081,Not Available,Not Available,Not Available,Not Available,1466,0.33,0,0.76,6,Not Available
380021,19,Not Available,Not Available,Not Available,2025,0.55,0.16,0.94,546,2.6
190278,9,Not Available,Not Available,Not Available,536,0.33,0,0.76,522,2.91
220111,69,96.34,52.36,140.32,11193,0.13,0,0.4,1678,2.07
370211,12,Not Available,Not Available,Not Available,1775,0.3,0,0.71,304,4.27
510031,43,127.07,80.95,173.19,3125,0.31,0,0.66,1060,2.42
260052,42,117.18,71.55,162.81,3537,0.33,0,0.7,904,4.42
181330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50298,8,Not Available,Not Available,Not Available,1680,0.36,0,0.75,106,3.54
240210,81,118.53,77.1,159.96,10022,0.2,0,0.49,2584,5.96
360159,125,130.83,93.16,168.5,9352,0.26,0,0.55,2356,5.82
350011,273,123.37,95.93,150.81,15833,0.54,0.3,0.78,7424,2.28
260211,Not Available,Not Available,Not Available,Not Available,289,0.33,0,0.76,80,3.45
190183,7,Not Available,Not Available,Not Available,1341,0.63,0.22,1.04,251,4.69
340073,111,133.59,94.17,173.01,6236,0.27,0,0.6,3058,3.85
371323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420085,153,120.75,86.43,155.07,12862,0.29,0.04,0.54,3858,4.37
450656,54,145.24,100.24,190.24,3985,0.52,0.17,0.87,1332,4.64
220088,76,100.5,52.58,148.42,5340,0.32,0,0.69,4717,2.1
140147,7,Not Available,Not Available,Not Available,2089,0.3,0,0.71,212,3.77
370014,14,Not Available,Not Available,Not Available,7105,0.2,0,0.49,543,3.19
50137,47,110.58,64.87,156.29,5354,0.29,0,0.6,1169,2.69
330169,281,146.51,118.46,174.56,34344,0.3,0.12,0.48,7826,5.14
520033,12,Not Available,Not Available,Not Available,1875,0.39,0,0.78,670,2.17
180092,10,Not Available,Not Available,Not Available,1775,0.29,0,0.7,256,2.66
440115,Not Available,Not Available,Not Available,Not Available,792,0.33,0,0.76,15,Not Available
130007,203,105.67,74.6,136.74,10864,0.25,0,0.5,5192,6.86
340011,21,Not Available,Not Available,Not Available,2202,0.3,0,0.71,278,4.35
140187,103,89.2,52.12,126.28,8954,0.56,0.27,0.85,1905,6.14
170182,62,107.77,63.73,151.81,4663,0.35,0.02,0.68,1400,7.38
310076,263,121.51,92.66,150.36,18169,0.38,0.16,0.6,5650,9.66
281322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110230,34,104.55,56.2,152.9,2340,0.27,0,0.66,693,4.01
251322,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
370149,27,117.1,67.34,166.86,3964,0.22,0,0.57,759,4.54
14034F,,,,,,,,,,
330079,17,Not Available,Not Available,Not Available,2124,0.36,0,0.75,547,2.34
220024,56,99.42,56.4,142.44,5199,0.53,0.2,0.86,652,3.3
170016,118,99.83,60.92,138.74,8792,0.32,0.05,0.59,3372,4.13
500058,142,126.34,92.29,160.39,7793,0.3,0.01,0.59,2474,3.64
271341,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
450400,Not Available,Not Available,Not Available,Not Available,1775,0.31,0,0.72,38,4.47
450639,75,99.09,59.2,138.98,6998,0.35,0.04,0.66,1632,3.58
230141,293,99.98,71.91,128.05,20646,0.32,0.12,0.52,5336,5.86
201315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
60096,18,Not Available,Not Available,Not Available,689,0.33,0,0.76,458,3.06
181324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
500079,107,143.08,107.62,178.54,9955,0.23,0,0.5,1987,4.69
140161,8,Not Available,Not Available,Not Available,1324,0.31,0,0.72,341,5.04
450847,50,110.62,66.66,154.58,4514,0.35,0.02,0.68,1017,2.99
230156,367,105.5,80.94,130.06,25571,0.29,0.09,0.49,8478,5.22
171351,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
250040,226,137.08,106.94,167.22,13995,0.4,0.15,0.65,4120,5.66
381305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
241356,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50580,14,Not Available,Not Available,Not Available,3046,0.22,0,0.57,353,2.97
261321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
93300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100243,135,105.91,70.22,141.6,10777,0.36,0.09,0.63,3024,5.65
271307,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
490011,66,117.08,76.59,157.57,5584,0.21,0,0.5,1586,2.44
140300,Not Available,Not Available,Not Available,Not Available,1423,0.42,0.01,0.83,19,Not Available
230089,121,104.87,66.51,143.23,10783,0.19,0,0.46,2574,9.24
241328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
170186,39,117.09,69.87,164.31,2073,0.44,0.09,0.79,1764,2.56
400012,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
100264,185,102.15,69.44,134.86,12022,0.47,0.22,0.72,3628,4.44
140077,Not Available,Not Available,Not Available,Not Available,1587,0.31,0,0.72,72,4.26
531305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
171345,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50315,12,Not Available,Not Available,Not Available,1318,0.31,0,0.72,294,4.18
271337,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
07003F,,,,,,,,,,
260006,155,126.13,91.52,160.74,16169,0.36,0.12,0.6,4352,1.84
190009,Not Available,Not Available,Not Available,Not Available,10,Not Available,Not Available,Not Available,Not Available,Not Available
390119,50,101.03,58.99,143.07,6924,0.37,0.06,0.68,1341,3.97
450177,Not Available,Not Available,Not Available,Not Available,1616,0.31,0,0.72,110,3.67
330061,48,151.82,107.82,195.82,7730,0.36,0.05,0.67,1153,8.02
390080,49,111.46,65.24,157.68,6538,0.2,0,0.49,1221,13.61
181315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
140258,310,62.79,37.41,88.17,16405,0.3,0.08,0.52,5910,8.19
670024,125,98.46,62.45,134.47,6134,0.18,0,0.49,1926,4.46
320030,3,Not Available,Not Available,Not Available,838,0.33,0,0.76,24,Not Available
450869,169,136.13,102.71,169.55,10460,0.36,0.09,0.63,4188,3.64
310008,135,83.32,47.1,119.54,13396,0.36,0.12,0.6,2734,6.53
220052,57,101.63,59.31,143.95,8637,0.3,0,0.61,1136,4.75
50708,Not Available,Not Available,Not Available,Not Available,1721,0.31,0,0.72,1711,1.9
390314,11,Not Available,Not Available,Not Available,726,0.45,0.02,0.88,698,6.54
330396,12,Not Available,Not Available,Not Available,3830,0.28,0,0.61,280,4.08
260015,8,Not Available,Not Available,Not Available,2764,0.28,0,0.67,180,3.59
110075,42,134.71,89.14,180.28,5893,0.49,0.16,0.82,1051,2.5
250044,Not Available,Not Available,Not Available,Not Available,1722,0.31,0,0.72,10,Not Available
520013,116,104.69,69.7,139.68,7249,0.44,0.15,0.73,2486,4.27
150038,4,Not Available,Not Available,Not Available,1640,0.3,0,0.71,170,3.46
370192,6,Not Available,Not Available,Not Available,184,0.34,0,0.77,179,6
340053,265,105.03,78.55,131.51,15521,0.46,0.22,0.7,4661,4.38
44018F,,,,,,,,,,
370234,50,94.72,48.56,140.88,2527,0.35,0.02,0.68,1190,3.32
140080,124,116.27,81.01,151.53,7507,0.45,0.16,0.74,1704,7.35
100028,49,106.53,61.65,151.41,6537,0.21,0,0.5,1476,1.69
340148,7,Not Available,Not Available,Not Available,410,0.31,0,0.72,398,2.94
230222,87,82.81,43.39,122.23,9533,0.56,0.29,0.83,3750,3.04
250048,259,132.9,105.28,160.52,18247,0.2,0,0.42,5481,5.97
370228,8,Not Available,Not Available,Not Available,731,0.32,0,0.75,168,4.73
171346,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
381317,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50390,50,118.59,74.8,162.38,6993,0.22,0,0.51,924,5.09
250006,21,Not Available,Not Available,Not Available,2644,0.28,0,0.67,376,3.17
190245,Not Available,Not Available,Not Available,Not Available,187,0.33,0,0.76,167,4.93
50231,134,102.37,70.01,134.73,8781,0.33,0.08,0.58,2468,2.06
281342,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
150161,78,85.75,41.73,129.77,3468,0.46,0.11,0.81,1906,3.09
390312,13,Not Available,Not Available,Not Available,449,0.31,0,0.72,104,3.59
510046,81,109.75,67.34,152.16,6200,0.19,0,0.52,1241,5.86
460047,167,122.71,88.76,156.66,8437,0.38,0.09,0.67,3884,4.2
50426,33,90.87,46.32,135.42,5008,0.29,0.02,0.56,579,2.42
451316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
70033,190,96.05,64.14,127.96,16338,0.29,0.05,0.53,4347,8.53
520009,83,129.67,90.49,168.85,4395,0.55,0.22,0.88,1490,6.42
290046,192,135.64,101.14,170.14,7917,0.33,0.04,0.62,2637,5.98
271334,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
371312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
501314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
320016,15,Not Available,Not Available,Not Available,2060,0.3,0,0.71,496,2.72
281361,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
351313,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
420027,198,109.43,78.25,140.61,16666,0.16,0,0.4,5139,3.86
110124,12,Not Available,Not Available,Not Available,2873,0.26,0,0.65,346,4.19
250141,206,115.72,81.93,149.51,13355,0.44,0.2,0.68,3165,10.58
60065,29,109.13,61.17,157.09,2210,0.43,0.06,0.8,538,7.65
100086,66,135.43,90.53,180.33,5898,0.34,0.01,0.67,1472,3.65
340126,79,149.15,108.03,190.27,7713,0.18,0,0.49,1499,3.16
150004,100,111.62,72.89,150.35,9032,0.29,0.02,0.56,1538,11.62
50309,140,113.12,81.35,144.89,8944,0.35,0.08,0.62,2762,4.1
150046,52,149.26,103.47,195.05,4907,0.38,0.05,0.71,1219,5.45
50590,31,100.21,53.19,147.23,5101,0.27,0,0.6,1259,4.09
390091,40,96.59,48.59,144.59,5409,0.34,0.01,0.67,770,3.82
460049,20,Not Available,Not Available,Not Available,826,0.33,0,0.76,811,2.66
531306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
170197,43,143.47,96.86,190.08,2621,0.69,0.35,1.02,1735,3.1
400010,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
110073,7,Not Available,Not Available,Not Available,1578,0.41,0,0.82,100,4.04
130066,7,Not Available,Not Available,Not Available,304,0.34,0,0.77,325,3.36
340060,12,Not Available,Not Available,Not Available,4630,0.31,0,0.66,428,3.64
450508,81,127.84,86.88,168.8,4811,0.32,0,0.65,1240,7.44
181319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
15003F,,,,,,,,,,
330058,22,Not Available,Not Available,Not Available,2718,0.26,0,0.65,522,4.46
310075,73,107.99,67.26,148.72,9083,0.21,0,0.5,1867,7.63
220177,Not Available,Not Available,Not Available,Not Available,313,0.33,0,0.76,3,Not Available
171370,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
340055,25,114.91,63.95,165.87,2144,0.39,0,0.78,435,5.97
370019,37,109.21,61.09,157.33,1660,0.27,0,0.66,461,3.9
50238,124,115.59,81.49,149.69,10623,0.36,0.11,0.61,2676,4.74
70040,Not Available,Not Available,Not Available,Not Available,339,0.34,0,0.77,Not Available,Not Available
