provider_id,N_P_D_S_T_C,R_D_S_T_C,L_E_D_S_T_C,H_E_D_S_T_C,N_P_C_L,R_C_L,L_E_C_L,H_E_C_L,N_P_B_C,R_B_C
50133,128,143.21,107.77,178.65,8982,0.42,0.13,0.71,1940,3.83
50772,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50608,19,Not Available,Not Available,Not Available,1786,0.38,0,0.77,404,5.93
50298,8,Not Available,Not Available,Not Available,1680,0.36,0,0.75,106,3.54
50137,47,110.58,64.87,156.29,5354,0.29,0,0.6,1169,2.69
50580,14,Not Available,Not Available,Not Available,3046,0.22,0,0.57,353,2.97
50315,12,Not Available,Not Available,Not Available,1318,0.31,0,0.72,294,4.18
50708,Not Available,Not Available,Not Available,Not Available,1721,0.31,0,0.72,1711,1.9
50390,50,118.59,74.8,162.38,6993,0.22,0,0.51,924,5.09
50231,134,102.37,70.01,134.73,8781,0.33,0.08,0.58,2468,2.06
50426,33,90.87,46.32,135.42,5008,0.29,0.02,0.56,579,2.42
50309,140,113.12,81.35,144.89,8944,0.35,0.08,0.62,2762,4.1
50590,31,100.21,53.19,147.23,5101,0.27,0,0.6,1259,4.09
50238,124,115.59,81.49,149.69,10623,0.36,0.11,0.61,2676,4.74
50078,44,122.48,76.95,168.01,3202,0.31,0,0.66,564,2.41
50764,71,121.08,82.76,159.4,8212,0.2,0,0.44,2265,1.82
50016,16,Not Available,Not Available,Not Available,2645,0.25,0,0.62,722,3.26
50042,15,Not Available,Not Available,Not Available,2426,0.27,0,0.66,699,2.78
50336,44,95.19,53.58,136.8,6314,0.43,0.12,0.74,1173,2.33
50040,9,Not Available,Not Available,Not Available,1269,0.29,0,0.68,107,5.08
51331,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50055,38,118.83,72.97,164.69,2305,0.34,0,0.71,451,11.88
50769,4,Not Available,Not Available,Not Available,824,0.33,0,0.76,813,4.66
50761,155,109.29,77.95,140.63,10339,0.19,0,0.44,3108,4.47
05027F,,,,,,,,,,
51314,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50234,16,Not Available,Not Available,Not Available,1294,0.31,0,0.72,403,4.26
50581,78,141.35,101.84,180.86,6451,0.22,0,0.51,1609,5.13
50660,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50196,Not Available,Not Available,Not Available,Not Available,919,0.32,0,0.75,72,4.36
50394,151,91.67,58.13,125.21,8200,0.5,0.23,0.77,3369,4.49
51326,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50102,40,131.63,85.84,177.42,3016,0.32,0,0.69,709,6.69
50736,24,Not Available,Not Available,Not Available,1849,0.28,0,0.67,340,4.21
50624,68,105.95,64.55,147.35,5599,0.33,0,0.66,1069,4.37
50093,210,111.2,81.96,140.44,20138,0.38,0.16,0.6,5803,3.17
05025F,,,,,,,,,,
50248,17,Not Available,Not Available,Not Available,1550,0.3,0,0.71,178,4.34
50543,Not Available,Not Available,Not Available,Not Available,694,0.33,0,0.76,Not Available,Not Available
50334,102,127.89,89.91,165.87,8126,0.55,0.26,0.84,2906,2.43
51325,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50512,52,123.68,81.21,166.15,6396,0.39,0.1,0.68,1517,1.33
50726,Not Available,Not Available,Not Available,Not Available,690,0.33,0,0.76,670,4.95
50498,45,94.63,50.33,138.93,3326,0.46,0.11,0.81,989,3.98
50723,8,Not Available,Not Available,Not Available,1287,0.28,0,0.67,207,3.36
50735,14,Not Available,Not Available,Not Available,2769,0.23,0,0.58,301,3.96
51328,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
51330,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50488,53,128.79,87.83,169.75,6609,0.32,0.03,0.61,1227,2.89
50567,161,116.36,86.35,146.37,11506,0.43,0.18,0.68,3213,6.42
53305,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50357,13,Not Available,Not Available,Not Available,1253,0.31,0,0.72,753,5.28
50320,16,Not Available,Not Available,Not Available,2199,0.28,0,0.67,275,7.16
50228,49,130.44,88.48,172.4,4186,0.39,0.04,0.74,865,6.11
50069,131,91.52,58.67,124.37,8628,0.28,0.01,0.55,4425,2.24
50697,Not Available,Not Available,Not Available,Not Available,164,0.34,0,0.77,163,4.26
51323,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50245,39,156.4,111.5,201.3,4203,0.84,0.47,1.21,608,5.56
50751,3,Not Available,Not Available,Not Available,116,0.34,0,0.77,110,5.42
50492,55,95.76,52.31,139.21,2958,0.32,0,0.69,950,5.15
50737,80,126.04,86.7,165.38,5826,0.26,0,0.55,1230,2.49
51318,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50072,90,70.19,30.72,109.66,6314,0.51,0.22,0.8,1705,2.43
50257,Not Available,Not Available,Not Available,Not Available,1362,0.31,0,0.72,83,4.33
50075,89,112.19,73.01,151.37,7681,0.21,0,0.5,2328,4.51
51311,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50359,10,Not Available,Not Available,Not Available,3206,0.25,0,0.62,339,3.25
51332,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
51327,,,,,,,,,,
50767,Not Available,Not Available,Not Available,Not Available,292,0.33,0,0.76,34,4.04
50073,49,101.71,58.32,145.1,4823,0.26,0,0.59,1272,2.13
50397,Not Available,Not Available,Not Available,Not Available,341,0.34,0,0.77,Not Available,Not Available
50067,3,Not Available,Not Available,Not Available,781,0.42,0.01,0.83,117,4
50295,77,101.58,60.97,142.19,4976,0.41,0.08,0.74,1404,2.34
50191,59,104.4,61.04,147.76,5280,0.32,0,0.65,1063,2.84
50516,147,122.12,88.25,155.99,10905,0.3,0.03,0.57,2845,2.91
50039,136,129.39,94.7,164.08,12674,0.24,0,0.48,4223,2.89
50744,7,Not Available,Not Available,Not Available,744,0.3,0,0.71,217,5.87
50026,167,127.05,94.24,159.86,14031,0.41,0.16,0.66,3855,3.36
53309,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50276,11,Not Available,Not Available,Not Available,1790,0.3,0,0.71,245,3.04
50717,6,Not Available,Not Available,Not Available,420,0.33,0,0.76,168,4.72
05128F,,,,,,,,,,
50046,3,Not Available,Not Available,Not Available,678,0.3,0,0.71,105,5.25
50017,245,113.25,84.16,142.34,10567,0.55,0.33,0.77,5504,3.85
50434,Not Available,Not Available,Not Available,Not Available,816,0.33,0,0.76,29,4.53
50100,171,120.82,88.09,153.55,9325,0.51,0.22,0.8,3555,5.26
50763,5,Not Available,Not Available,Not Available,3362,0.25,0,0.62,100,5.37
50036,104,147.21,110.13,184.29,7223,0.22,0,0.51,2511,1.45
50739,122,92.26,59.45,125.07,13793,0.11,0,0.33,2193,1.63
50425,202,92.4,64.1,120.7,14652,0.14,0,0.38,4428,1.93
50502,131,112.79,78,147.58,8528,0.12,0,0.37,2883,2.12
51306,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50006,93,95,55.56,134.44,4964,0.18,0,0.49,2198,4.71
50468,60,95.83,58.26,133.4,3221,0.21,0,0.54,364,2.57
50009,101,108.52,70.63,146.41,5964,0.22,0,0.51,1893,2.64
50481,70,120.41,77.58,163.24,6254,0.41,0.1,0.72,1675,5.74
50226,36,107.04,61.18,152.9,5772,0.43,0.14,0.72,1342,3.93
50684,13,Not Available,Not Available,Not Available,2804,0.32,0,0.69,298,3.85
51316,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50633,25,118.26,68.16,168.36,5029,0.22,0,0.57,1033,2.47
50002,46,125.4,81.54,169.26,4744,0.27,0,0.6,686,5.08
50335,61,101.01,58.4,143.62,4419,0.21,0,0.54,1237,2.11
50503,71,104.21,63.27,145.15,4950,0.54,0.23,0.85,1457,10.78
50254,62,126.99,85.65,168.33,4866,0.52,0.19,0.85,1049,6.09
50113,5,Not Available,Not Available,Not Available,635,0.33,0,0.76,120,4.82
50071,172,99.17,68.97,129.37,7970,0.28,0.01,0.55,3197,2.98
50677,72,105.68,65.23,146.13,6278,0.35,0.08,0.62,1621,1.93
05127F,,,,,,,,,,
50280,214,124.11,95.14,153.08,11360,0.3,0.05,0.55,5085,1.62
50116,131,122.6,87.24,157.96,9407,0.4,0.13,0.67,2648,4.46
50603,149,81.78,48.89,114.67,13800,0.33,0.11,0.55,3491,3.27
50146,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50537,27,118.1,71.41,164.79,1652,0.38,0,0.77,596,4.12
50351,183,100.29,70.2,130.38,10902,0.45,0.18,0.72,3555,2.87
50570,144,115.9,81.25,150.55,9292,0.35,0.08,0.62,2806,5.5
50239,193,114.86,85.4,144.32,12174,0.28,0.03,0.53,3416,4.01
50575,42,87.76,40.6,134.92,2935,0.24,0,0.61,682,2.38
50115,87,109.7,70.97,148.43,8266,0.31,0.02,0.6,2305,3.62
50353,126,93.59,58.51,128.67,10464,0.34,0.09,0.59,2646,3.85
50411,53,120.26,74.73,165.79,6640,0.23,0,0.54,1399,4.74
50063,43,110.11,66.44,153.78,6668,0.2,0,0.49,1353,3.37
50022,181,99.68,68.24,131.12,8552,0.23,0,0.5,2629,4.83
51324,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50618,Not Available,Not Available,Not Available,Not Available,248,0.34,0,0.77,11,Not Available
50464,149,146.48,112,180.96,7650,0.34,0.07,0.61,2829,8.31
50686,47,101.31,56.8,145.82,5406,0.29,0,0.6,1181,1.86
50454,315,106.52,79.41,133.63,14320,0.24,0,0.48,7370,4.5
50770,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50060,207,153.62,123.95,183.29,14881,0.75,0.5,1,3996,4.61
50568,14,Not Available,Not Available,Not Available,2472,0.36,0,0.75,317,2.97
50077,204,94.33,66.28,122.38,17789,0.23,0.01,0.45,4857,6.19
50136,16,Not Available,Not Available,Not Available,2374,0.33,0,0.7,421,2.53
50523,34,104.63,57.81,151.45,5368,0.43,0.12,0.74,683,4.49
50689,38,113.29,66.03,160.55,2803,0.33,0,0.7,813,9.1
51308,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50099,91,93.89,55.71,132.07,6913,0.2,0,0.49,1809,2.92
50678,59,113.72,72.78,154.66,4102,0.27,0,0.6,994,4.16
50289,75,120.96,79.9,162.02,7304,0.25,0,0.54,2003,7.18
50625,590,105.62,85.1,126.14,33214,0.41,0.23,0.59,13989,8.39
50551,51,107.26,63.55,150.97,5061,0.33,0,0.66,1153,3.71
50124,19,Not Available,Not Available,Not Available,3506,0.34,0.01,0.67,662,5.69
50373,29,145.58,99.91,191.25,2898,0.42,0.05,0.79,581,6.52
50108,271,135.06,108.05,162.07,13776,0.31,0.09,0.53,6759,1.91
50272,41,111.28,65.47,157.09,3300,0.42,0.09,0.75,949,3.38
50278,111,101.62,63.91,139.33,6978,0.5,0.21,0.79,1897,2.89
50128,106,121.35,83.13,159.57,9593,0.27,0,0.54,2683,6.56
51301,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50561,40,126.53,84.37,168.69,5769,0.22,0,0.51,1199,5.04
50167,18,Not Available,Not Available,Not Available,1687,0.27,0,0.66,293,3.35
50367,54,117.37,75.11,159.63,3543,0.34,0.01,0.67,701,5.76
50757,74,110.88,70.39,151.37,7002,0.25,0,0.54,2297,4.11
50204,54,119.69,75.34,164.04,4123,0.28,0,0.61,983,6.13
50528,Not Available,Not Available,Not Available,Not Available,745,0.32,0,0.75,31,4.54
50235,144,130.97,98.12,163.82,11038,0.16,0,0.41,3315,2.57
50110,9,Not Available,Not Available,Not Available,1622,0.29,0,0.68,368,3.02
50350,42,110.25,66.39,154.11,4635,0.27,0,0.6,807,2.19
50589,10,Not Available,Not Available,Not Available,2135,0.37,0,0.76,485,3.38
50300,87,94.09,53.87,134.31,7345,0.41,0.12,0.7,1762,5.31
50118,12,Not Available,Not Available,Not Available,3035,0.42,0.05,0.79,419,4.55
50158,18,Not Available,Not Available,Not Available,2284,0.43,0.06,0.8,178,4.35
50342,26,108.04,59.08,157,3575,0.23,0,0.58,560,3.2
50541,36,128.89,85.61,172.17,2604,0.5,0.13,0.87,832,2.81
50382,123,104.49,69.23,139.75,10261,0.33,0.06,0.6,2154,3.91
50230,23,Not Available,Not Available,Not Available,3188,0.19,0,0.52,582,3.42
50054,8,Not Available,Not Available,Not Available,1664,0.37,0,0.76,136,4.11
50225,61,97.85,53.61,142.09,4671,0.51,0.2,0.82,1137,2.89
51310,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50534,33,115.03,65.7,164.36,3324,0.41,0.04,0.78,1359,3.14
50457,77,126.77,85.43,168.11,5287,0.39,0.06,0.72,2131,5.61
51304,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50030,49,141.7,99.42,183.98,7837,0.2,0,0.49,1015,3.58
50690,40,101.13,56.74,145.52,3725,0.3,0,0.65,1018,5.91
50738,3,Not Available,Not Available,Not Available,1184,0.27,0,0.66,64,4.3
50760,Not Available,Not Available,Not Available,Not Available,668,0.32,0,0.75,112,5.28
50586,34,105.37,65.03,145.71,4523,0.21,0,0.5,349,2.59
51302,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
05114F,,,,,,,,,,
50746,38,134.05,88.48,179.62,3030,0.45,0.1,0.8,894,2.82
50758,11,Not Available,Not Available,Not Available,1738,0.22,0,0.57,104,4.89
50552,Not Available,Not Available,Not Available,Not Available,357,0.33,0,0.76,14,Not Available
50709,42,93.23,51.46,135,4657,0.19,0,0.46,817,2.38
50740,34,120.8,75.07,166.53,3142,0.42,0.09,0.75,941,5.7
50742,46,88.11,44.11,132.11,7502,0.19,0,0.46,832,6
51321,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50696,262,120.18,91.94,148.42,6188,0.55,0.26,0.84,4400,5.59
50747,13,Not Available,Not Available,Not Available,1153,0.29,0,0.68,189,3.7
50749,6,Not Available,Not Available,Not Available,651,0.33,0,0.76,644,4.48
51300,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50668,Not Available,Not Available,Not Available,Not Available,167,0.34,0,0.77,Not Available,Not Available
50599,329,133.2,107.23,159.17,12542,0.56,0.32,0.8,5393,7.91
50573,188,108.43,76.89,139.97,18833,0.34,0.14,0.54,7182,2.59
50701,71,104.63,63.71,145.55,7477,0.27,0,0.56,1439,4.4
50549,141,89.58,55.06,124.1,10326,0.25,0,0.5,3698,5.2
50663,26,119.69,71.43,167.95,4884,0.22,0,0.57,396,3.93
50765,3,Not Available,Not Available,Not Available,1157,0.41,0,0.82,95,4.09
50754,Not Available,Not Available,Not Available,Not Available,68,0.34,0,0.77,70,4.4
50644,9,Not Available,Not Available,Not Available,2069,0.28,0,0.67,112,3.92
51319,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50604,70,111.73,72.18,151.28,5359,0.59,0.26,0.92,1385,2.61
50588,9,Not Available,Not Available,Not Available,2020,0.33,0,0.7,230,3.21
50768,Not Available,Not Available,Not Available,Not Available,250,0.33,0,0.76,13,Not Available
51312,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50752,36,95.78,49.82,141.74,5765,0.18,0,0.49,627,4.6
50211,20,Not Available,Not Available,Not Available,2404,0.44,0.07,0.81,306,2.17
50007,127,104.09,70.2,137.98,7484,0.65,0.34,0.96,2326,7.02
50517,9,Not Available,Not Available,Not Available,1687,0.54,0.15,0.93,331,3.11
50305,75,106.04,64.37,147.71,6986,0.38,0.09,0.67,1924,5.67
50126,78,125.9,83.62,168.18,6339,0.23,0,0.54,2120,3.59
50047,204,109.6,79.87,139.33,12070,0.49,0.24,0.74,4598,6.07
50107,100,142.65,106.55,178.75,5713,0.33,0.04,0.62,1666,2.19
50091,7,Not Available,Not Available,Not Available,1535,0.3,0,0.71,164,3.98
50028,11,Not Available,Not Available,Not Available,1277,0.3,0,0.71,200,3.36
51315,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50636,23,Not Available,Not Available,Not Available,3966,0.3,0,0.65,944,2.41
50438,233,78.86,50.24,107.48,16296,0.23,0.01,0.45,5296,8.04
50755,18,Not Available,Not Available,Not Available,3886,0.19,0,0.52,422,2.04
50745,11,Not Available,Not Available,Not Available,838,0.31,0,0.72,287,4.72
05031F,,,,,,,,,,
50714,Not Available,Not Available,Not Available,Not Available,333,0.33,0,0.76,316,5.39
50748,3,Not Available,Not Available,Not Available,322,0.33,0,0.76,69,4.21
50771,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available
50291,39,124.76,78.66,170.86,2794,0.47,0.14,0.8,1355,1.66
50232,43,115.67,70.51,160.83,3853,0.19,0,0.52,1749,2.72
50056,149,119.89,84.9,154.88,10077,0.35,0.06,0.64,2277,4.84
50197,92,85.06,45.86,124.26,4677,0.31,0,0.62,2128,6.03
50140,77,106.49,69.6,143.38,10175,0.24,0,0.51,1877,2.29
50710,40,117.39,71.6,163.18,3764,0.46,0.11,0.81,899,3.42
50194,18,Not Available,Not Available,Not Available,3045,0.22,0,0.57,781,4.35
50378,Not Available,Not Available,Not Available,Not Available,2369,0.28,0,0.67,75,4.23
50547,Not Available,Not Available,Not Available,Not Available,162,0.34,0,0.77,Not Available,Not Available
50308,133,134.53,99.86,169.2,9859,0.53,0.26,0.8,3755,2.73
50281,43,96.18,54.67,137.69,3082,0.21,0,0.54,345,3.63
05030F,,,,,,,,,,
50153,78,90.34,50.28,130.4,7560,0.46,0.19,0.73,2208,5.07
50727,8,Not Available,Not Available,Not Available,2071,0.26,0,0.65,151,4.88
50471,132,91.95,55.53,128.37,9723,0.32,0.07,0.57,3784,3.62
