provider_id,doc_comm_bad,doc_com_ok,doc_com_good,help_timingbad,help_timing_ok,help_timing_good,pain_ctrl_bad,pain_ctrl_ok,pain_ctrl_good,quiet_no,quiet_usu,quiet_always,recovery_info_yes,recovery_info_no,rating_low,rating_mid,rating_high,recommend_no,recommend_ok,recommend_y,num_surveys,survey_response_rate
451378,0.01,0.12,0.87,0.03,0.22,0.75,0.04,0.20,0.76,0.04,0.26,0.70,0.87,0.13,0.06,0.14,0.80,0.03,0.20,0.77,Between 100 and 299,0.25
451379,0.03,0.10,0.87,0.02,0.19,0.79,0.07,0.26,0.67,0.03,0.38,0.59,0.81,0.19,0.10,0.26,0.64,0.04,0.34,0.62,Between 100 and 299,0.40
453300,,,,,,,,,,,,,,,,,,,,,Not Available,
453301,,,,,,,,,,,,,,,,,,,,,Not Available,
453310,,,,,,,,,,,,,,,,,,,,,Not Available,
460001,0.02,0.16,0.82,0.06,0.27,0.67,0.05,0.25,0.70,0.12,0.38,0.50,0.90,0.10,0.06,0.20,0.74,0.03,0.18,0.79,300 or more,0.45
460003,0.03,0.16,0.81,0.09,0.28,0.63,0.05,0.26,0.69,0.07,0.33,0.60,0.87,0.13,0.09,0.25,0.66,0.06,0.28,0.66,300 or more,0.37
460004,0.02,0.15,0.83,0.06,0.28,0.66,0.06,0.25,0.69,0.11,0.35,0.54,0.91,0.09,0.06,0.18,0.76,0.02,0.16,0.82,300 or more,0.45
460005,0.04,0.18,0.78,0.12,0.31,0.57,0.07,0.28,0.65,0.11,0.34,0.55,0.86,0.14,0.08,0.25,0.67,0.05,0.24,0.71,300 or more,0.35
460006,0.01,0.14,0.85,0.08,0.27,0.65,0.04,0.23,0.73,0.08,0.34,0.58,0.89,0.11,0.05,0.20,0.75,0.03,0.16,0.81,300 or more,0.42
460007,0.01,0.15,0.84,0.06,0.23,0.71,0.04,0.22,0.74,0.11,0.37,0.52,0.92,0.08,0.06,0.18,0.76,0.02,0.19,0.79,300 or more,0.38
460009,0.04,0.18,0.78,0.07,0.30,0.63,0.06,0.26,0.68,0.08,0.33,0.59,0.86,0.14,0.05,0.17,0.78,0.02,0.14,0.84,300 or more,0.34
460010,0.03,0.16,0.81,0.08,0.30,0.62,0.06,0.26,0.68,0.08,0.35,0.57,0.89,0.11,0.06,0.18,0.76,0.03,0.16,0.81,300 or more,0.41
460011,0.04,0.16,0.80,0.07,0.24,0.69,0.05,0.21,0.74,0.09,0.37,0.54,0.88,0.12,0.07,0.26,0.67,0.05,0.31,0.64,300 or more,0.39
460013,0.04,0.16,0.80,0.09,0.29,0.62,0.07,0.25,0.68,0.08,0.34,0.58,0.87,0.13,0.08,0.24,0.68,0.06,0.25,0.69,300 or more,0.38
460014,0.04,0.17,0.79,0.08,0.24,0.68,0.06,0.25,0.69,0.10,0.29,0.61,0.87,0.13,0.07,0.26,0.67,0.07,0.28,0.65,300 or more,0.26
460015,0.01,0.15,0.84,0.05,0.27,0.68,0.03,0.22,0.75,0.08,0.34,0.58,0.92,0.08,0.05,0.18,0.77,0.02,0.21,0.77,300 or more,0.44
460017,0.03,0.16,0.81,0.05,0.27,0.68,0.04,0.27,0.69,0.09,0.29,0.62,0.88,0.12,0.08,0.19,0.73,0.05,0.23,0.72,Between 100 and 299,0.40
460019,0.04,0.17,0.79,0.09,0.24,0.67,0.08,0.29,0.63,0.10,0.35,0.55,0.85,0.15,0.10,0.29,0.61,0.06,0.30,0.64,Between 100 and 299,0.26
460021,0.01,0.15,0.84,0.06,0.25,0.69,0.05,0.24,0.71,0.09,0.35,0.56,0.90,0.10,0.05,0.19,0.76,0.02,0.15,0.83,300 or more,0.41
460023,0.02,0.14,0.84,0.06,0.30,0.64,0.04,0.24,0.72,0.11,0.42,0.47,0.92,0.08,0.05,0.18,0.77,0.02,0.17,0.81,300 or more,0.46
460026,0.01,0.12,0.87,0.03,0.15,0.82,0.05,0.15,0.80,0.11,0.26,0.63,0.90,0.10,0.05,0.13,0.82,0.02,0.22,0.76,Between 100 and 299,0.40
460030,0.04,0.16,0.80,0.09,0.26,0.65,0.07,0.24,0.69,0.09,0.33,0.58,0.84,0.16,0.11,0.22,0.67,0.07,0.29,0.64,Between 100 and 299,0.25
460033,0.01,0.07,0.92,0.03,0.19,0.78,0.01,0.17,0.82,0.10,0.27,0.63,0.91,0.09,0.02,0.21,0.77,0.03,0.15,0.82,Fewer than 100,0.38
460035,0.02,0.11,0.87,0.04,0.14,0.82,0.01,0.25,0.74,0.04,0.30,0.66,0.80,0.20,0.03,0.18,0.79,0.01,0.19,0.80,Fewer than 100,0.25
460039,0.01,0.11,0.88,0.04,0.15,0.81,0.04,0.21,0.75,0.03,0.21,0.76,0.93,0.07,0.02,0.12,0.86,0.01,0.15,0.84,Between 100 and 299,0.36
460041,0.02,0.14,0.84,0.07,0.28,0.65,0.06,0.24,0.70,0.07,0.33,0.60,0.88,0.12,0.08,0.23,0.69,0.06,0.26,0.68,300 or more,0.40
460042,0.03,0.16,0.81,0.08,0.28,0.64,0.05,0.27,0.68,0.09,0.31,0.60,0.89,0.11,0.07,0.25,0.68,0.06,0.26,0.68,300 or more,0.38
460043,0.02,0.17,0.81,0.04,0.21,0.75,0.03,0.22,0.75,0.08,0.43,0.49,0.93,0.07,0.03,0.11,0.86,0.01,0.09,0.90,300 or more,0.52
460044,0.02,0.13,0.85,0.07,0.25,0.68,0.05,0.23,0.72,0.05,0.29,0.66,0.90,0.10,0.05,0.19,0.76,0.03,0.20,0.77,300 or more,0.44
460047,0.05,0.18,0.77,0.11,0.31,0.58,0.06,0.27,0.67,0.12,0.34,0.54,0.85,0.15,0.09,0.23,0.68,0.06,0.22,0.72,300 or more,0.36
460049,0.01,0.13,0.86,0.04,0.19,0.77,0.05,0.22,0.73,0.04,0.29,0.67,0.92,0.08,0.04,0.14,0.82,0.02,0.11,0.87,300 or more,0.64
460051,0.01,0.13,0.86,0.09,0.25,0.66,0.04,0.20,0.76,0.06,0.26,0.68,0.89,0.11,0.06,0.20,0.74,0.05,0.21,0.74,300 or more,0.40
460052,0.05,0.17,0.78,0.08,0.27,0.65,0.06,0.26,0.68,0.07,0.33,0.60,0.86,0.14,0.08,0.23,0.69,0.06,0.24,0.70,300 or more,0.38
460054,0.03,0.14,0.83,0.05,0.23,0.72,0.06,0.23,0.71,0.05,0.24,0.71,0.88,0.12,0.04,0.20,0.76,0.02,0.16,0.82,Between 100 and 299,0.50
460057,0.01,0.13,0.86,0.03,0.18,0.79,0.04,0.19,0.77,0.03,0.23,0.74,0.91,0.09,0.04,0.12,0.84,0.01,0.11,0.88,300 or more,0.50
460058,0.01,0.14,0.85,0.06,0.29,0.65,0.03,0.24,0.73,0.08,0.35,0.57,0.90,0.10,0.05,0.17,0.78,0.02,0.16,0.82,300 or more,0.46
461300,0.01,0.08,0.91,0.02,0.20,0.78,0.12,0.16,0.72,0.08,0.26,0.66,0.87,0.13,0.09,0.24,0.67,0.02,0.28,0.70,Fewer than 100,0.44
461301,0.02,0.09,0.89,0.03,0.13,0.84,0.06,0.22,0.72,0.12,0.26,0.62,0.91,0.09,0.05,0.19,0.76,0.03,0.10,0.87,Fewer than 100,0.33
461302,,,,,,,,,,,,,,,,,,,,,Not Available,
461303,0.02,0.14,0.84,0.02,0.24,0.74,0.02,0.23,0.75,0.07,0.34,0.59,0.94,0.06,0.06,0.25,0.69,0.02,0.23,0.75,Between 100 and 299,0.40
461304,0.00,0.04,0.96,0.02,0.13,0.85,0.02,0.11,0.87,0.04,0.24,0.72,0.96,0.04,0.03,0.18,0.79,0.01,0.09,0.90,300 or more,0.69
461305,,,,,,,,,,,,,,,,,,,,,Not Available,
461306,,,,,,,,,,,,,,,,,,,,,Not Available,
461307,0.01,0.11,0.88,0.03,0.21,0.76,0.05,0.17,0.78,0.08,0.28,0.64,0.92,0.08,0.05,0.15,0.80,0.01,0.16,0.83,Fewer than 100,0.34
461308,,,,,,,,,,,,,,,,,,,,,Not Available,
461309,,,,,,,,,,,,,,,,,,,,,Not Available,
461310,,,,,,,,,,,,,,,,,,,,,Not Available,
463301,,,,,,,,,,,,,,,,,,,,,Not Available,
470001,0.05,0.17,0.78,0.06,0.24,0.70,0.04,0.25,0.71,0.10,0.35,0.55,0.84,0.16,0.07,0.26,0.67,0.04,0.29,0.67,300 or more,0.28
470003,0.04,0.18,0.78,0.09,0.26,0.65,0.07,0.24,0.69,0.20,0.36,0.44,0.89,0.11,0.08,0.26,0.66,0.03,0.22,0.75,300 or more,0.38
470005,0.06,0.16,0.78,0.10,0.24,0.66,0.06,0.23,0.71,0.17,0.38,0.45,0.86,0.14,0.09,0.29,0.62,0.05,0.35,0.60,300 or more,0.39
470011,0.04,0.14,0.82,0.06,0.19,0.75,0.07,0.25,0.68,0.12,0.31,0.57,0.86,0.14,0.07,0.26,0.67,0.02,0.25,0.73,300 or more,0.36
470012,0.03,0.15,0.82,0.05,0.24,0.71,0.03,0.23,0.74,0.14,0.35,0.51,0.86,0.14,0.06,0.19,0.75,0.04,0.17,0.79,300 or more,0.33
470024,0.05,0.17,0.78,0.10,0.24,0.66,0.07,0.23,0.70,0.12,0.37,0.51,0.87,0.13,0.09,0.22,0.69,0.04,0.23,0.73,300 or more,0.26
471300,0.00,0.07,0.93,0.11,0.13,0.76,0.00,0.08,0.92,0.07,0.48,0.45,0.79,0.21,0.14,0.10,0.76,0.03,0.15,0.82,Fewer than 100,0.23
471301,0.05,0.17,0.78,0.08,0.26,0.66,0.06,0.29,0.65,0.13,0.32,0.55,0.85,0.15,0.10,0.18,0.72,0.06,0.22,0.72,300 or more,0.41
471302,0.02,0.12,0.86,0.04,0.33,0.63,0.10,0.25,0.65,0.12,0.30,0.58,0.86,0.14,0.02,0.17,0.81,0.02,0.13,0.85,Between 100 and 299,0.39
471303,0.03,0.13,0.84,0.04,0.19,0.77,0.05,0.20,0.75,0.08,0.31,0.61,0.89,0.11,0.07,0.23,0.70,0.02,0.25,0.73,300 or more,0.36
471304,0.08,0.15,0.77,0.05,0.23,0.72,0.04,0.21,0.75,0.09,0.33,0.58,0.87,0.13,0.09,0.26,0.65,0.04,0.28,0.68,300 or more,0.35
471305,0.04,0.10,0.86,0.06,0.16,0.78,0.06,0.16,0.78,0.08,0.31,0.61,0.88,0.12,0.06,0.18,0.76,0.02,0.22,0.76,300 or more,0.42
471306,0.03,0.15,0.82,0.06,0.27,0.67,0.07,0.28,0.65,0.09,0.43,0.48,0.87,0.13,0.08,0.27,0.65,0.04,0.33,0.63,300 or more,0.29
471307,0.05,0.12,0.83,0.12,0.27,0.61,0.06,0.26,0.68,0.15,0.36,0.49,0.90,0.10,0.08,0.24,0.68,0.04,0.22,0.74,300 or more,0.41
480001,0.04,0.12,0.84,0.14,0.24,0.62,0.10,0.24,0.66,0.19,0.32,0.49,0.77,0.23,0.09,0.32,0.59,0.06,0.30,0.64,300 or more,0.44
480002,,,,,,,,,,,,,,,,,,,,,Not Available,
490001,0.05,0.13,0.82,0.11,0.24,0.65,0.07,0.23,0.70,0.11,0.30,0.59,0.80,0.20,0.13,0.21,0.66,0.06,0.25,0.69,300 or more,0.19
490002,0.03,0.15,0.82,0.11,0.26,0.63,0.13,0.26,0.61,0.13,0.29,0.58,0.81,0.19,0.14,0.30,0.56,0.10,0.37,0.53,300 or more,0.18
490004,0.04,0.17,0.79,0.09,0.29,0.62,0.06,0.26,0.68,0.08,0.34,0.58,0.83,0.17,0.07,0.23,0.70,0.04,0.26,0.70,300 or more,0.25
490005,0.05,0.16,0.79,0.09,0.25,0.66,0.07,0.22,0.71,0.11,0.33,0.56,0.86,0.14,0.08,0.19,0.73,0.04,0.20,0.76,300 or more,0.32
490007,0.02,0.16,0.82,0.09,0.25,0.66,0.07,0.22,0.71,0.11,0.34,0.55,0.87,0.13,0.05,0.18,0.77,0.03,0.16,0.81,300 or more,0.31
490009,0.04,0.15,0.81,0.09,0.32,0.59,0.09,0.25,0.66,0.21,0.34,0.45,0.86,0.14,0.09,0.25,0.66,0.03,0.21,0.76,300 or more,0.39
490011,0.04,0.16,0.80,0.15,0.26,0.59,0.09,0.23,0.68,0.09,0.27,0.64,0.85,0.15,0.11,0.24,0.65,0.09,0.27,0.64,300 or more,0.32
490012,0.03,0.11,0.86,0.08,0.18,0.74,0.08,0.21,0.71,0.15,0.31,0.54,0.83,0.17,0.11,0.22,0.67,0.08,0.30,0.62,Between 100 and 299,0.21
490013,0.03,0.12,0.85,0.09,0.22,0.69,0.07,0.21,0.72,0.07,0.25,0.68,0.85,0.15,0.06,0.22,0.72,0.03,0.32,0.65,300 or more,0.34
490017,0.05,0.16,0.79,0.17,0.25,0.58,0.10,0.23,0.67,0.11,0.27,0.62,0.86,0.14,0.11,0.28,0.61,0.09,0.33,0.58,300 or more,0.31
490018,0.03,0.14,0.83,0.09,0.28,0.63,0.08,0.26,0.66,0.17,0.34,0.49,0.84,0.16,0.11,0.24,0.65,0.06,0.24,0.70,300 or more,0.38
490019,0.06,0.17,0.77,0.10,0.28,0.62,0.07,0.27,0.66,0.11,0.32,0.57,0.87,0.13,0.09,0.25,0.66,0.07,0.23,0.70,300 or more,0.26
490020,0.06,0.16,0.78,0.17,0.26,0.57,0.10,0.23,0.67,0.11,0.28,0.61,0.85,0.15,0.12,0.31,0.57,0.10,0.33,0.57,300 or more,0.29
490021,0.04,0.12,0.84,0.08,0.26,0.66,0.06,0.20,0.74,0.09,0.31,0.60,0.86,0.14,0.06,0.18,0.76,0.02,0.18,0.80,300 or more,0.35
490022,0.06,0.18,0.76,0.14,0.28,0.58,0.09,0.25,0.66,0.14,0.35,0.51,0.82,0.18,0.12,0.27,0.61,0.06,0.30,0.64,300 or more,0.31
490023,0.06,0.18,0.76,0.12,0.26,0.62,0.07,0.27,0.66,0.10,0.33,0.57,0.84,0.16,0.08,0.24,0.68,0.04,0.25,0.71,300 or more,0.30
490024,0.05,0.17,0.78,0.07,0.23,0.70,0.04,0.26,0.70,0.13,0.31,0.56,0.87,0.13,0.05,0.25,0.70,0.02,0.23,0.75,300 or more,0.36
490027,0.04,0.10,0.86,0.15,0.14,0.71,0.09,0.26,0.65,0.13,0.24,0.63,0.86,0.14,0.08,0.21,0.71,0.07,0.23,0.70,Between 100 and 299,0.17
490032,0.05,0.17,0.78,0.12,0.28,0.60,0.06,0.24,0.70,0.14,0.31,0.55,0.86,0.14,0.08,0.27,0.65,0.04,0.26,0.70,300 or more,0.33
490033,0.07,0.16,0.77,0.13,0.27,0.60,0.08,0.30,0.62,0.11,0.34,0.55,0.80,0.20,0.11,0.26,0.63,0.08,0.31,0.61,Between 100 and 299,0.22
490037,0.04,0.15,0.81,0.12,0.24,0.64,0.08,0.26,0.66,0.13,0.35,0.52,0.76,0.24,0.16,0.35,0.49,0.10,0.46,0.44,300 or more,0.20
490038,0.05,0.12,0.83,0.11,0.23,0.66,0.08,0.18,0.74,0.13,0.33,0.54,0.81,0.19,0.12,0.29,0.59,0.08,0.36,0.56,300 or more,0.27
490040,0.07,0.19,0.74,0.14,0.28,0.58,0.08,0.25,0.67,0.14,0.30,0.56,0.78,0.22,0.10,0.25,0.65,0.08,0.26,0.66,300 or more,0.28
490041,0.05,0.15,0.80,0.16,0.27,0.57,0.09,0.23,0.68,0.10,0.28,0.62,0.85,0.15,0.10,0.25,0.65,0.08,0.24,0.68,300 or more,0.33
490042,0.05,0.16,0.79,0.09,0.20,0.71,0.08,0.25,0.67,0.14,0.27,0.59,0.84,0.16,0.08,0.23,0.69,0.04,0.21,0.75,300 or more,0.34
490043,0.06,0.18,0.76,0.10,0.30,0.60,0.07,0.25,0.68,0.14,0.33,0.53,0.84,0.16,0.09,0.24,0.67,0.05,0.23,0.72,300 or more,0.28
490044,0.04,0.14,0.82,0.09,0.22,0.69,0.06,0.24,0.70,0.06,0.28,0.66,0.85,0.15,0.08,0.18,0.74,0.03,0.23,0.74,300 or more,0.31
490045,0.04,0.16,0.80,0.09,0.28,0.63,0.07,0.26,0.67,0.12,0.32,0.56,0.87,0.13,0.10,0.22,0.68,0.08,0.25,0.67,300 or more,0.28
490046,0.04,0.20,0.76,0.11,0.27,0.62,0.07,0.24,0.69,0.11,0.39,0.50,0.86,0.14,0.06,0.19,0.75,0.04,0.19,0.77,300 or more,0.31
490048,0.03,0.16,0.81,0.11,0.31,0.58,0.07,0.25,0.68,0.13,0.33,0.54,0.87,0.13,0.06,0.21,0.73,0.04,0.20,0.76,300 or more,0.36
490050,0.04,0.15,0.81,0.08,0.21,0.71,0.05,0.20,0.75,0.08,0.28,0.64,0.86,0.14,0.04,0.16,0.80,0.03,0.12,0.85,300 or more,0.40
490052,0.04,0.17,0.79,0.13,0.27,0.60,0.08,0.26,0.66,0.15,0.34,0.51,0.82,0.18,0.08,0.27,0.65,0.06,0.28,0.66,300 or more,0.30
490053,0.06,0.13,0.81,0.14,0.24,0.62,0.10,0.24,0.66,0.10,0.27,0.63,0.81,0.19,0.13,0.22,0.65,0.10,0.23,0.67,300 or more,0.28
490057,0.05,0.16,0.79,0.07,0.23,0.70,0.05,0.26,0.69,0.11,0.28,0.61,0.85,0.15,0.05,0.21,0.74,0.03,0.18,0.79,300 or more,0.30
490059,0.04,0.16,0.80,0.10,0.25,0.65,0.07,0.22,0.71,0.08,0.27,0.65,0.88,0.12,0.07,0.18,0.75,0.04,0.17,0.79,300 or more,0.31
490060,0.04,0.13,0.83,0.12,0.24,0.64,0.11,0.20,0.69,0.12,0.28,0.60,0.83,0.17,0.10,0.22,0.68,0.07,0.27,0.66,300 or more,0.31
490063,0.05,0.18,0.77,0.13,0.29,0.58,0.07,0.27,0.66,0.15,0.39,0.46,0.84,0.16,0.08,0.21,0.71,0.04,0.20,0.76,300 or more,0.29
490066,0.01,0.16,0.83,0.10,0.30,0.60,0.07,0.24,0.69,0.09,0.33,0.58,0.91,0.09,0.03,0.18,0.79,0.01,0.20,0.79,300 or more,0.28
490067,0.06,0.15,0.79,0.10,0.24,0.66,0.06,0.20,0.74,0.11,0.27,0.62,0.82,0.18,0.09,0.24,0.67,0.05,0.28,0.67,300 or more,0.26
490069,0.04,0.15,0.81,0.09,0.23,0.68,0.06,0.21,0.73,0.13,0.31,0.56,0.87,0.13,0.07,0.19,0.74,0.04,0.19,0.77,300 or more,0.30
490075,0.07,0.15,0.78,0.18,0.25,0.57,0.14,0.21,0.65,0.13,0.23,0.64,0.81,0.19,0.15,0.30,0.55,0.13,0.39,0.48,300 or more,0.29
490077,0.01,0.14,0.85,0.08,0.27,0.65,0.05,0.23,0.72,0.04,0.26,0.70,0.85,0.15,0.05,0.16,0.79,0.02,0.14,0.84,300 or more,0.43
490079,0.06,0.17,0.77,0.17,0.28,0.55,0.13,0.26,0.61,0.09,0.32,0.59,0.82,0.18,0.15,0.28,0.57,0.11,0.38,0.51,300 or more,0.31
490084,0.04,0.16,0.80,0.07,0.23,0.70,0.08,0.24,0.68,0.14,0.36,0.50,0.80,0.20,0.10,0.31,0.59,0.04,0.31,0.65,300 or more,0.29
490088,0.05,0.12,0.83,0.07,0.23,0.70,0.06,0.24,0.70,0.10,0.37,0.53,0.83,0.17,0.06,0.25,0.69,0.05,0.28,0.67,Between 100 and 299,0.33
490089,0.06,0.14,0.80,0.10,0.22,0.68,0.08,0.25,0.67,0.13,0.31,0.56,0.82,0.18,0.10,0.24,0.66,0.06,0.27,0.67,300 or more,0.34
490090,0.05,0.13,0.82,0.10,0.20,0.70,0.05,0.21,0.74,0.12,0.28,0.60,0.83,0.17,0.10,0.25,0.65,0.06,0.35,0.59,300 or more,0.26
490092,0.05,0.10,0.85,0.14,0.21,0.65,0.10,0.20,0.70,0.12,0.27,0.61,0.87,0.13,0.08,0.23,0.69,0.07,0.30,0.63,300 or more,0.29
490093,0.04,0.13,0.83,0.10,0.25,0.65,0.06,0.22,0.72,0.05,0.26,0.69,0.88,0.12,0.06,0.21,0.73,0.02,0.23,0.75,300 or more,0.32
490094,0.05,0.11,0.84,0.16,0.22,0.62,0.13,0.17,0.70,0.13,0.20,0.67,0.84,0.16,0.15,0.23,0.62,0.14,0.30,0.56,Between 100 and 299,0.25
490097,0.03,0.12,0.85,0.22,0.22,0.56,0.10,0.20,0.70,0.09,0.22,0.69,0.81,0.19,0.09,0.29,0.62,0.11,0.32,0.57,300 or more,0.28
490098,0.04,0.13,0.83,0.15,0.21,0.64,0.12,0.22,0.66,0.14,0.28,0.58,0.88,0.12,0.12,0.26,0.62,0.06,0.37,0.57,300 or more,0.38
490101,0.04,0.19,0.77,0.12,0.34,0.54,0.08,0.27,0.65,0.11,0.36,0.53,0.86,0.14,0.06,0.24,0.70,0.04,0.17,0.79,300 or more,0.31
490105,,,,,,,,,,,,,,,,,,,,,Not Available,
490106,,,,,,,,,,,,,,,,,,,,,Not Available,
490107,0.05,0.19,0.76,0.13,0.30,0.57,0.07,0.25,0.68,0.07,0.30,0.63,0.85,0.15,0.08,0.27,0.65,0.05,0.24,0.71,300 or more,0.31
490109,,,,,,,,,,,,,,,,,,,,,Not Available,
490110,0.02,0.17,0.81,0.11,0.27,0.62,0.07,0.23,0.70,0.08,0.30,0.62,0.89,0.11,0.07,0.22,0.71,0.04,0.24,0.72,300 or more,0.34
490111,0.03,0.13,0.84,0.06,0.23,0.71,0.07,0.20,0.73,0.11,0.30,0.59,0.88,0.12,0.08,0.24,0.68,0.05,0.32,0.63,300 or more,0.31
490112,0.04,0.17,0.79,0.12,0.27,0.61,0.07,0.23,0.70,0.12,0.30,0.58,0.86,0.14,0.09,0.22,0.69,0.06,0.23,0.71,300 or more,0.30
490113,0.06,0.16,0.78,0.18,0.27,0.55,0.09,0.25,0.66,0.07,0.27,0.66,0.83,0.17,0.11,0.27,0.62,0.08,0.33,0.59,300 or more,0.27
490114,0.03,0.13,0.84,0.08,0.23,0.69,0.07,0.21,0.72,0.11,0.26,0.63,0.84,0.16,0.13,0.19,0.68,0.08,0.27,0.65,Between 100 and 299,0.16
490115,0.03,0.10,0.87,0.09,0.21,0.70,0.09,0.20,0.71,0.10,0.31,0.59,0.85,0.15,0.09,0.20,0.71,0.06,0.29,0.65,300 or more,0.32
490116,0.03,0.10,0.87,0.13,0.25,0.62,0.07,0.21,0.72,0.11,0.29,0.60,0.84,0.16,0.06,0.23,0.71,0.04,0.27,0.69,300 or more,0.33
490117,0.06,0.13,0.81,0.07,0.22,0.71,0.12,0.16,0.72,0.07,0.26,0.67,0.87,0.13,0.11,0.19,0.70,0.08,0.26,0.66,Between 100 and 299,0.28
490118,0.02,0.14,0.84,0.09,0.23,0.68,0.05,0.20,0.75,0.09,0.27,0.64,0.85,0.15,0.06,0.22,0.72,0.04,0.19,0.77,300 or more,0.32
490119,0.02,0.17,0.81,0.08,0.28,0.64,0.05,0.22,0.73,0.04,0.29,0.67,0.90,0.10,0.04,0.15,0.81,0.03,0.15,0.82,300 or more,0.31
490120,0.04,0.15,0.81,0.12,0.26,0.62,0.07,0.22,0.71,0.12,0.32,0.56,0.87,0.13,0.08,0.22,0.70,0.05,0.24,0.71,300 or more,0.31
490122,0.04,0.15,0.81,0.14,0.27,0.59,0.08,0.24,0.68,0.15,0.33,0.52,0.87,0.13,0.09,0.24,0.67,0.06,0.21,0.73,300 or more,0.34
490123,0.03,0.13,0.84,0.06,0.21,0.73,0.07,0.19,0.74,0.11,0.35,0.54,0.85,0.15,0.08,0.25,0.67,0.04,0.23,0.73,300 or more,0.38
490126,0.03,0.15,0.82,0.11,0.25,0.64,0.10,0.23,0.67,0.10,0.28,0.62,0.86,0.14,0.10,0.27,0.63,0.06,0.34,0.60,300 or more,0.37
490127,0.04,0.10,0.86,0.12,0.21,0.67,0.09,0.20,0.71,0.11,0.27,0.62,0.80,0.20,0.09,0.26,0.65,0.07,0.32,0.61,Between 100 and 299,0.23
490130,0.06,0.15,0.79,0.09,0.21,0.70,0.04,0.25,0.71,0.14,0.32,0.54,0.86,0.14,0.09,0.29,0.62,0.06,0.34,0.60,300 or more,0.28
490134,,,,,,,,,,,,,,,,,,,,,Not Available,
490136,0.04,0.16,0.80,0.12,0.27,0.61,0.06,0.22,0.72,0.07,0.26,0.67,0.88,0.12,0.07,0.19,0.74,0.05,0.18,0.77,300 or more,0.32
490140,0.05,0.18,0.77,0.12,0.23,0.65,0.07,0.22,0.71,0.10,0.34,0.56,0.84,0.16,0.07,0.21,0.72,0.04,0.17,0.79,300 or more,0.27
490141,0.05,0.15,0.80,0.16,0.24,0.60,0.08,0.24,0.68,0.06,0.27,0.67,0.86,0.14,0.10,0.17,0.73,0.07,0.16,0.77,300 or more,0.29
491300,,,,,,,,,,,,,,,,,,,,,Not Available,
491302,0.00,0.10,0.90,0.04,0.17,0.79,0.02,0.18,0.80,0.04,0.22,0.74,0.84,0.16,0.02,0.21,0.77,0.02,0.19,0.79,Between 100 and 299,0.37
491303,,,,,,,,,,,,,,,,,,,,,Not Available,
491304,0.03,0.10,0.87,0.06,0.21,0.73,0.05,0.20,0.75,0.08,0.30,0.62,0.83,0.17,0.06,0.25,0.69,0.04,0.32,0.64,Between 100 and 299,0.34
491305,0.07,0.17,0.76,0.06,0.25,0.69,0.03,0.25,0.72,0.06,0.33,0.61,0.85,0.15,0.07,0.25,0.68,0.05,0.33,0.62,300 or more,0.28
491306,,,,,,,,,,,,,,,,,,,,,Not Available,
491307,0.01,0.17,0.82,0.08,0.26,0.66,0.05,0.23,0.72,0.02,0.42,0.56,0.85,0.15,0.09,0.28,0.63,0.02,0.38,0.60,Between 100 and 299,0.25
500001,0.04,0.15,0.81,0.09,0.26,0.65,0.07,0.24,0.69,0.15,0.38,0.47,0.85,0.15,0.08,0.23,0.69,0.04,0.20,0.76,300 or more,0.35
500002,0.02,0.14,0.84,0.08,0.26,0.66,0.05,0.23,0.72,0.10,0.36,0.54,0.87,0.13,0.05,0.21,0.74,0.02,0.17,0.81,300 or more,0.39
500003,0.04,0.18,0.78,0.11,0.30,0.59,0.05,0.27,0.68,0.11,0.36,0.53,0.85,0.15,0.08,0.26,0.66,0.04,0.26,0.70,300 or more,0.34
500005,0.03,0.14,0.83,0.06,0.23,0.71,0.05,0.23,0.72,0.21,0.36,0.43,0.88,0.12,0.05,0.19,0.76,0.03,0.17,0.80,300 or more,0.45
500007,0.04,0.14,0.82,0.05,0.22,0.73,0.05,0.20,0.75,0.07,0.30,0.63,0.84,0.16,0.04,0.17,0.79,0.02,0.14,0.84,300 or more,0.50
500008,0.04,0.16,0.80,0.10,0.29,0.61,0.06,0.24,0.70,0.15,0.36,0.49,0.88,0.12,0.05,0.20,0.75,0.03,0.15,0.82,300 or more,0.34
500011,0.06,0.19,0.75,0.15,0.31,0.54,0.10,0.26,0.64,0.15,0.33,0.52,0.83,0.17,0.11,0.26,0.63,0.07,0.26,0.67,300 or more,0.28
500012,0.06,0.19,0.75,0.13,0.33,0.54,0.08,0.26,0.66,0.18,0.35,0.47,0.87,0.13,0.12,0.25,0.63,0.08,0.27,0.65,300 or more,0.32
500014,0.04,0.17,0.79,0.09,0.30,0.61,0.06,0.23,0.71,0.11,0.36,0.53,0.88,0.12,0.06,0.19,0.75,0.02,0.20,0.78,300 or more,0.31
500015,0.08,0.22,0.70,0.24,0.30,0.46,0.14,0.29,0.57,0.21,0.37,0.42,0.80,0.20,0.20,0.31,0.49,0.17,0.35,0.48,300 or more,0.26
500016,0.03,0.12,0.85,0.07,0.27,0.66,0.05,0.24,0.71,0.09,0.33,0.58,0.90,0.10,0.05,0.20,0.75,0.02,0.15,0.83,300 or more,0.39
500019,0.03,0.19,0.78,0.06,0.24,0.70,0.06,0.23,0.71,0.12,0.36,0.52,0.85,0.15,0.08,0.24,0.68,0.04,0.31,0.65,300 or more,0.32
